study_id,site_id,core_id,fraction_organic_matter,percent_organic_matter,latitude,longitude,admin_division
Burden_et_al_2018,North Fambridge Natural,North_16_4,0.07696713682,7.696713682,51.638504671622776,0.6655961379335561,NA
Burden_et_al_2018,Northey Island,North_7_1,0.09209589366,9.209589366,51.71880209702564,0.7191774283537885,NA
Burden_et_al_2018,Northey Island,North_7_2,0.1476569316,14.765693160000001,51.71880209702564,0.7191774283537885,NA
Burden_et_al_2018,Northey Island,North_7_3,0.1271557104,12.71557104,51.71880209702564,0.7191774283537885,NA
Burden_et_al_2018,Northey Island,North_7_4,0.160862567,16.0862567,51.71880209702564,0.7191774283537885,NA
Burden_et_al_2018,Northey MR,North_3_1,0.08449813937,8.449813937,51.718386680182135,0.7161404378966785,NA
Burden_et_al_2018,Northey MR,North_3_2,0.07070356377,7.070356377,51.718386680182135,0.7161404378966785,NA
Burden_et_al_2018,Northey MR,North_3_3,0.07905236136,7.905236136,51.718386680182135,0.7161404378966785,NA
Burden_et_al_2018,Northey MR,North_3_4,0.08393088287,8.393088287,51.718386680182135,0.7161404378966785,NA
Burden_et_al_2018,Northey Natural,North_12_1,0.1116756699,11.16756699,51.718997993267706,0.7110941817977191,NA
Burden_et_al_2018,Northey Natural,North_12_2,0.1038735379,10.387353789999999,51.718997993267706,0.7110941817977191,NA
Burden_et_al_2018,Northey Natural,North_12_3,0.170013557,17.0013557,51.718997993267706,0.7110941817977191,NA
Burden_et_al_2018,Northey Natural,North_12_4,0.1588443018,15.88443018,51.718997993267706,0.7110941817977191,NA
Burden_et_al_2018,Orplands,Orpla_2_1,0.05909924173,5.909924173,51.718364280656694,0.8650641365414264,NA
Burden_et_al_2018,Orplands,Orpla_2_2,0.05901314417,5.901314417,51.718364280656694,0.8650641365414264,NA
Burden_et_al_2018,Orplands,Orpla_2_3,0.05095280096999999,5.095280096999999,51.718364280656694,0.8650641365414264,NA
Burden_et_al_2018,Orplands,Orpla_2_4,0.06480662703000001,6.480662703000001,51.718364280656694,0.8650641365414264,NA
Burden_et_al_2018,Orplands Natural,Orpla_11_1,0.123196877,12.3196877,51.717943506117145,0.8616633775564163,NA
Burden_et_al_2018,Orplands Natural,Orpla_11_2,0.1025841896,10.25841896,51.717943506117145,0.8616633775564163,NA
Burden_et_al_2018,Orplands Natural,Orpla_11_3,0.07260627629,7.260627628999999,51.717943506117145,0.8616633775564163,NA
Burden_et_al_2018,Orplands Natural,Orpla_11_4,0.0678644987,6.78644987,51.717943506117145,0.8616633775564163,NA
